Site,Disinfection_Type,Pathogen,length,breadth_inf,breadth_eff,breadth_minCov_inf,breadth_minCov_eff,coverage_inf,coverage_eff,Nucl_Diversity_Pi_inf,Nucl_Diversity_Pi_eff,SNV_count_inf,SNV_count_eff,SNVs_Density_inf,SNVs_Density_eff,Delta_Breadth,Delta_MinCov,Delta_Coverage,Delta_Pi,Delta_SNV_Density,Group,Influent,Effluent,LRV,Site_ordered,Pathogen_key,Result_type,LRV_point_new,LRV_lower,LRV_upper,Influent_reads,Effluent_reads,Influent_status,Effluent_status,LRV_original,Point_LRV_difference,LRV_status,Model_eligibility,LRV_model
GBD_UF,UF,Shigella_sonnei,4994001,0.068548444,0.076042636,8.53023e-5,5.46656e-5,0.081499583,0.089937707,0.003588941,0.027885908,2,11,0.005842299,0.028965891,-0.007494192,3.06368e-5,-0.008438124,0.024296967,0.023123593,UF,16760,4220.5,0.59891011,GBD_UF,Shigella sonnei,Point estimate,0.598909502196841,0.598909502196841,0.598909502196841,38,41,Quantifiable,Quantifiable,0.59891011,-6.078031590250887e-7,Point estimate,Eligible_main_model,0.598909502196841
GBD_O3,O3,Shigella_sonnei,4994001,0.076042636,0.051581688,5.46656e-5,1.72407e-4,0.089937707,0.060999788,0.027885908,0.009485186,11,10,0.028965891,0.038820026,0.024460948,-1.17741e-4,0.02893792,-0.018400723,0.009854135,O3,4220.5,2231,0.276864334,GBD_O3,Shigella sonnei,Point estimate,0.276856786936626,0.276856786936626,0.276856786936626,41,20,Quantifiable,Quantifiable,0.276864334,-7.547063373969376e-6,Point estimate,Eligible_main_model,0.276856786936626
BXH_O3_Cl,O3_Cl,Shigella_sonnei,4994001,0.005908689,0.009797155,3.45214e-4,1.76412e-4,0.027240483,0.012050058,0.010068306,0.018701633,74,20,2.507794496,0.408772253,-0.003888465,1.68803e-4,0.015190425,0.008633327,-2.099022244,O3_Cl,13218,919.54,1.157595122,BXH_O3_Cl,Shigella sonnei,Point estimate,1.15758915754463,1.15758915754463,1.15758915754463,178,16,Quantifiable,Quantifiable,1.157595122,-5.964455370044419e-6,Point estimate,Eligible_main_model,1.15758915754463
SZSG_UV,UV,Staphylococcus_aureus,2821361,2.97729e-4,3.96617e-4,9.17997e-5,5.17481e-5,0.001100533,9.33592e-4,0.011866152,0.01805175,2,1,2.380952381,0.893655049,-9.88884e-5,4.00516e-5,1.66941e-4,0.006185598,-1.487297332,UV,98762,29175,0.529579011,SZSG_UV,Staphylococcus aureus,Point estimate,0.529573663912566,0.529573663912566,0.529573663912566,313,220,Quantifiable,Quantifiable,0.529579011,-5.3470874340488805e-6,Point estimate,Eligible_main_model,0.529573663912566
SZFX_UV,UV,Staphylococcus_aureus,2821361,2.14081e-4,4.79201e-4,6.87611e-5,3.43806e-5,8.00677e-4,0.00100129,0.010978329,0,2,0,3.311258278,0,-2.6512e-4,3.43806e-5,-2.00612e-4,-0.010978329,-3.311258278,UV,18763,16140,0.065398748,SZFX_UV,Staphylococcus aureus,Point estimate,0.0654150420790086,0.0654150420790086,0.0654150420790086,126,130,Quantifiable,Quantifiable,0.065398748,1.6294079008591367e-5,Point estimate,Eligible_main_model,0.0654150420790086
JXQ_O3,O3,Staphylococcus_aureus,2821361,4.21782e-4,3.17932e-4,3.96972e-5,1.13066e-4,0.001048785,0.001356438,0.005714286,0.011572969,0,3,0,3.344481605,1.03851e-4,-7.33688e-5,-3.07653e-4,0.005858684,3.344481605,O3,101180,59247,0.232428311,JXQ_O3,Staphylococcus aureus,Point estimate,0.232435598187044,0.232435598187044,0.232435598187044,145,192,Quantifiable,Quantifiable,0.232428311,7.287187044013876e-6,Point estimate,Eligible_main_model,0.232435598187044
JXQ_Cl,Cl,Staphylococcus_aureus,2821361,3.36717e-4,4.14693e-4,1.41776e-4,6.98245e-5,0.00114023,0.001408895,0.01880202,0.009979929,6,3,6.315789474,2.564102564,-7.79766e-5,7.19511e-5,-2.68665e-4,-0.008822091,-3.75168691,Cl,37354,23622,0.199020449,JXQ_Cl,Staphylococcus aureus,Point estimate,0.199020051187768,0.199020051187768,0.199020051187768,191,174,Quantifiable,Quantifiable,0.199020449,-3.97812231989203e-7,Point estimate,Eligible_main_model,0.199020051187768
GBD_UV_Cl,UV_Cl,Staphylococcus_aureus,2821361,5.14645e-4,4.71049e-4,2.435e-4,2.23651e-4,0.002390336,0.002865638,0.016306449,0.013187365,13,10,8.953168044,7.524454477,4.3596e-5,1.98486e-5,-4.75303e-4,-0.003119084,-1.428713567,UV_Cl,15283,15824,-0.01510766,GBD_UV_Cl,Staphylococcus aureus,Point estimate,-0.015122176074761,-0.015122176074761,-0.015122176074761,137,96,Quantifiable,Quantifiable,-0.01510766,-1.451607476100035e-5,Point estimate,Eligible_main_model,-0.015122176074761
GBD_UF,UF,Staphylococcus_aureus,2821361,3.88465e-4,3.78541e-4,2.28613e-4,2.8107e-4,0.003132885,0.003690772,0.014692174,0.020471845,16,24,14.59854015,22.47191011,9.92429e-6,-5.2457e-5,-5.57887e-4,0.005779671,7.873369966,UF,81154,19970,0.608931866,GBD_UF,Staphylococcus aureus,Point estimate,0.608925855379077,0.608925855379077,0.608925855379077,184,194,Quantifiable,Quantifiable,0.608931866,-6.010620923091459e-6,Point estimate,Eligible_main_model,0.608925855379077
GBD_O3,O3,Staphylococcus_aureus,2821361,3.78541e-4,5.14645e-4,2.8107e-4,2.435e-4,0.003690772,0.002390336,0.020471845,0.016306449,24,13,22.47191011,8.953168044,-1.36105e-4,3.75705e-5,0.001300436,-0.004165396,-13.51874207,O3,19970,15283,0.116169452,GBD_O3,Staphylococcus aureus,Point estimate,0.116184088654691,0.116184088654691,0.116184088654691,194,137,Quantifiable,Quantifiable,0.116169452,1.4636654690994289e-5,Point estimate,Eligible_main_model,0.116184088654691
CZSC_UV,UV,Staphylococcus_aureus,2821361,4.94442e-4,7.78702e-4,2.09473e-4,2.12663e-5,0.001754118,0.001155471,0.01269987,0.005333333,7,0,5.017921147,0,-2.8426e-4,1.88207e-4,5.98647e-4,-0.007366537,-5.017921147,UV,34479,18378,0.273256414,CZSC_UV,Staphylococcus aureus,Point estimate,0.273266927064757,0.273266927064757,0.273266927064757,170,123,Quantifiable,Quantifiable,0.273256414,1.051306475702285e-5,Point estimate,Eligible_main_model,0.273266927064757
