Site,Disinfection_Type,Pathogen,length,breadth_inf,breadth_eff,breadth_minCov_inf,breadth_minCov_eff,coverage_inf,coverage_eff,Nucl_Diversity_Pi_inf,Nucl_Diversity_Pi_eff,SNV_count_inf,SNV_count_eff,SNVs_Density_inf,SNVs_Density_eff,Delta_Breadth,Delta_MinCov,Delta_Coverage,Delta_Pi,Delta_SNV_Density,Group,Influent,Effluent,LRV,Site_ordered,Pathogen_key,Result_type,LRV_point_new,LRV_lower,LRV_upper,Influent_reads,Effluent_reads,Influent_status,Effluent_status,LRV_original,Point_LRV_difference,LRV_status,Model_eligibility,LRV_model
WFSW_UV,UV,Achromobacter_xylosoxidans,6901970,0.007487138,0.011494979,4.74792e-4,0.002634465,0.013925444,0.034312377,0.005181998,0.008373493,21,207,0.406378203,2.609090222,-0.004007841,-0.002159673,-0.020386933,0.003191495,2.202712019,UV,930137.7137,1671893.094,-0.2546613,WFSW_UV,Achromobacter xylosoxidans,Point estimate,-0.254661249955602,-0.254661249955602,-0.254661249955602,7956,21223,Quantifiable,Quantifiable,-0.2546613,5.004439795897042e-8,Point estimate,Eligible_main_model,-0.254661249955602
SZSG_UV,UV,Achromobacter_xylosoxidans,6901970,0.007879345,0.006581454,3.63375e-4,3.59607e-4,0.014290703,0.012485711,0.008637743,0.014072442,23,43,0.422926282,0.9466153,0.00129789,3.76704e-6,0.001804992,0.005434699,0.523689018,UV,2536576.239,993819.635,0.406940347,SZSG_UV,Achromobacter xylosoxidans,Point estimate,0.406940347092864,0.406940347092864,0.406940347092864,8039,7494,Quantifiable,Quantifiable,0.406940347,9.286399427210767e-11,Point estimate,Eligible_main_model,0.406940347092864
SZSG_UV_Cl,UV_Cl,Achromobacter_xylosoxidans,6901970,0.004840212,0.010461796,4.09883e-4,2.76733e-5,0.009131161,0.011832274,9.88876e-4,0,2,0,0.059867692,0,-0.005621583,3.8221e-4,-0.002701113,-9.88876e-4,-0.059867692,UV_Cl,262001.9324,265100.9058,-0.0051067,SZSG_UV_Cl,Achromobacter xylosoxidans,Point estimate,-0.00510671703628393,-0.00510671703628393,-0.00510671703628393,4543,3152,Quantifiable,Quantifiable,-0.0051067,-1.7036283930446653e-8,Point estimate,Eligible_main_model,-0.00510671703628393
SZBH_UV_Cl,UV_Cl,Achromobacter_xylosoxidans,6901970,0.013324312,0.00533297,0.005719526,0.001343674,0.07947586,0.019726542,0.008804743,0.005617701,563,82,6.121960767,2.22777657,0.007991342,0.004375852,0.059749318,-0.003187042,-3.894184197,UV_Cl,6212033.814,2279519.842,0.435390434,SZBH_UV_Cl,Achromobacter xylosoxidans,Point estimate,0.435390434281246,0.435390434281246,0.435390434281246,25912,31937,Quantifiable,Quantifiable,0.435390434,2.812460264678407e-10,Point estimate,Eligible_main_model,0.435390434281246
JXQ_O3,O3,Achromobacter_xylosoxidans,6901970,0.009014238,0.008410208,0.002764428,0.002185898,0.034591863,0.028060829,0.007487004,0.006710884,217,146,3.487848785,2.515203197,6.0403e-4,5.7853e-4,0.006531034,-7.7612e-4,-0.972645587,O3,9169924.148,3347481.456,0.437647563,JXQ_O3,Achromobacter xylosoxidans,Point estimate,0.43764756342923,0.43764756342923,0.43764756342923,13141,10848,Quantifiable,Quantifiable,0.437647563,4.2922998488847947e-10,Point estimate,Eligible_main_model,0.43764756342923
JXQ_Cl,Cl,Achromobacter_xylosoxidans,6901970,0.004680113,0.005120132,8.38891e-5,8.46135e-5,0.007461058,0.007891225,0,0.010030441,0,10,0,0.282973485,-4.40019e-4,-7.24431e-7,-4.30167e-4,0.010030441,0.282973485,Cl,1175368.977,915548.5536,0.108492843,JXQ_Cl,Achromobacter xylosoxidans,Point estimate,0.108492842608694,0.108492842608694,0.108492842608694,6010,6744,Quantifiable,Quantifiable,0.108492843,-3.91306001490399e-10,Point estimate,Eligible_main_model,0.108492842608694
HBZZ_West_Cl,Cl,Achromobacter_xylosoxidans,6901970,0.022303197,0.003901495,0.010690571,6.10985e-4,0.189768139,0.029508532,0.011821339,0.002354722,1784,20,11.58923189,0.742721331,0.018401703,0.010079586,0.160259607,-0.009466617,-10.84651056,Cl,2777298.414,882109.677,0.49809996,HBZZ_West_Cl,Achromobacter xylosoxidans,Point estimate,0.498099959668534,0.498099959668534,0.498099959668534,92566,27088,Quantifiable,Quantifiable,0.49809996,-3.3146602129718867e-10,Point estimate,Eligible_main_model,0.498099959668534
HBZZ_Song_O3,O3,Achromobacter_xylosoxidans,6901970,0.008061611,0.012154066,9.59581e-4,0.003077817,0.037319635,0.089214239,0.007115433,0.008740735,65,317,1.168203303,3.778893035,-0.004092455,-0.002118236,-0.051894604,0.001625301,2.610689731,O3,3297386.364,5014948.44,-0.1820966,HBZZ_Song_O3,Achromobacter xylosoxidans,Point estimate,-0.182096634665403,-0.182096634665403,-0.182096634665403,29017,49586,Quantifiable,Quantifiable,-0.1820966,-3.4665402992573036e-8,Point estimate,Eligible_main_model,-0.182096634665403
HBZZ_East_O3,O3,Achromobacter_xylosoxidans,6901970,0.017236383,0.009226351,0.002800795,0.001236748,0.050176978,0.050891122,0.014247996,0.005618801,439,78,3.690160972,1.224874372,0.008010032,0.001564046,-7.14144e-4,-0.008629195,-2.4652866,O3,5389673.913,1530918.743,0.54661035,HBZZ_East_O3,Achromobacter xylosoxidans,Point estimate,0.546610350071632,0.546610350071632,0.546610350071632,49585,47601,Quantifiable,Quantifiable,0.54661035,7.163192261572249e-11,Point estimate,Eligible_main_model,0.546610350071632
HBZZ_East_Cl,Cl,Achromobacter_xylosoxidans,6901970,0.015625104,0.011346181,0.002854982,4.12201e-4,0.093339148,0.019463718,0.012031295,0.013282388,384,50,3.560698787,0.638479907,0.004278923,0.002442781,0.07387543,0.001251094,-2.92221888,Cl,4694994.45,779656.5622,0.779731745,HBZZ_East_Cl,Achromobacter xylosoxidans,Point estimate,0.779731744640804,0.779731744640804,0.779731744640804,53763,28310,Quantifiable,Quantifiable,0.779731745,-3.591960062721e-10,Point estimate,Eligible_main_model,0.779731744640804
GBD_UV_Cl,UV_Cl,Achromobacter_xylosoxidans,6901970,0.017423576,0.022219743,0.00487513,0.00706378,0.064762379,0.089831309,0.004934269,0.005986668,159,412,1.322168356,2.686489306,-0.004796167,-0.00218865,-0.02506893,0.001052399,1.36432095,UV_Cl,2641334.31,5354340.659,-0.3068826,GBD_UV_Cl,Achromobacter xylosoxidans,Point estimate,-0.306882626090294,-0.306882626090294,-0.306882626090294,23678,32483,Quantifiable,Quantifiable,-0.3068826,-2.6090293980818305e-8,Point estimate,Eligible_main_model,-0.306882626090294
GBD_UF,UF,Achromobacter_xylosoxidans,6901970,0.007125647,0.009095954,3.93801e-4,0.001295717,0.012962531,0.02274539,0.012056701,0.010270067,35,115,0.711656941,1.831793565,-0.001970307,-9.01916e-4,-0.009782859,-0.001786634,1.120136624,UF,4575927.661,1506413.965,0.482534817,GBD_UF,Achromobacter xylosoxidans,Point estimate,0.482534816986523,0.482534816986523,0.482534816986523,10375,14634,Quantifiable,Quantifiable,0.482534817,-1.3476997295924775e-11,Point estimate,Eligible_main_model,0.482534816986523
GBD_O3,O3,Achromobacter_xylosoxidans,6901970,0.009095954,0.017423576,0.001295717,0.00487513,0.02274539,0.064762379,0.010270067,0.004934269,115,159,1.831793565,1.322168356,-0.008327622,-0.003579413,-0.042016989,-0.005335798,-0.509625209,O3,1506413.965,2641334.31,-0.243879,GBD_O3,Achromobacter xylosoxidans,Point estimate,-0.243879039646363,-0.243879039646363,-0.243879039646363,14634,23678,Quantifiable,Quantifiable,-0.243879,-3.964636299813584e-8,Point estimate,Eligible_main_model,-0.243879039646363
CZSC_UV,UV,Achromobacter_xylosoxidans,6901970,0.00503349,0.004816886,1.24747e-4,1.37352e-4,0.008379057,0.008088705,0.006777649,0.004274759,5,2,0.143922167,0.060157613,2.16605e-4,-1.26051e-5,2.90352e-4,-0.00250289,-0.083764554,UV,1027080.336,643670.0401,0.20294112,CZSC_UV,Achromobacter xylosoxidans,Point estimate,0.202941119509236,0.202941119509236,0.202941119509236,5064,4308,Quantifiable,Quantifiable,0.20294112,-4.90764012761602e-10,Point estimate,Eligible_main_model,0.202941119509236
BXH_O3_Cl,O3_Cl,Achromobacter_xylosoxidans,6901970,0.020239584,0.014729708,0.004583764,0.004765741,0.072842246,0.073247203,0.011331207,0.010234151,547,544,3.915729493,5.350960025,0.005509876,-1.81977e-4,-4.04957e-4,-0.001097056,1.435230533,O3_Cl,3060148.515,2745229.885,0.047163786,BXH_O3_Cl,Achromobacter xylosoxidans,Point estimate,0.0471637860828301,0.0471637860828301,0.0471637860828301,41210,47767,Quantifiable,Quantifiable,0.047163786,8.283010388687728e-11,Point estimate,Eligible_main_model,0.0471637860828301
WFSW_UV,UV,Acinetobacter_lwoffii,3528101,0.016460413,0.031426538,0.002388254,0.002592329,0.057373358,0.101410646,0.001461811,0.002274086,9,25,0.154974687,0.22547711,-0.014966125,-2.04076e-4,-0.044037288,8.12275e-4,0.070502422,UV,52492.68897,78383.52863,-0.17412599,WFSW_UV,Acinetobacter lwoffii,Point estimate,-0.174125990081965,-0.174125990081965,-0.174125990081965,449,995,Quantifiable,Quantifiable,-0.17412599,-8.196499035051373e-11,Point estimate,Eligible_main_model,-0.174125990081965
SZSG_UV,UV,Acinetobacter_lwoffii,3528101,0.013720696,0.011631186,0.002907513,0.002124372,0.045972323,0.040323109,0.003721884,0.002668005,44,15,0.908940671,0.365532703,0.002089509,7.83141e-4,0.005649215,-0.001053879,-0.543407968,UV,140097.0084,46415.38194,0.479766933,SZSG_UV,Acinetobacter lwoffii,Point estimate,0.479766932952668,0.479766932952668,0.479766932952668,444,350,Quantifiable,Quantifiable,0.479766933,-4.7332027186541836e-11,Point estimate,Eligible_main_model,0.479766932952668
SZSG_UV_Cl,UV_Cl,Acinetobacter_lwoffii,3528101,0.041997947,0.021087832,0.001126668,4.32811e-4,0.067494666,0.027109768,0.004765646,0.003204359,17,4,0.114730754,0.053763441,0.020910116,6.93858e-4,0.040384898,-0.001561288,-0.060967313,UV_Cl,111594.4837,69975.8736,0.202694398,SZSG_UV_Cl,Acinetobacter lwoffii,Point estimate,0.202694398030814,0.202694398030814,0.202694398030814,1935,832,Quantifiable,Quantifiable,0.202694398,3.081399024829068e-11,Point estimate,Eligible_main_model,0.202694398030814
SZFX_UV,UV,Acinetobacter_lwoffii,3528101,0.013243668,0.016964367,0.002242283,0.002974121,0.042575028,0.053943467,0.001984744,0.003339301,15,53,0.321027287,0.88551761,-0.003720698,-7.31838e-4,-0.011368439,0.001354557,0.564490323,UV,59566.154,59840.98832,-0.0019992,SZFX_UV,Acinetobacter lwoffii,Point estimate,-0.00199919764260475,-0.00199919764260475,-0.00199919764260475,400,482,Quantifiable,Quantifiable,-0.0019992,2.357395249927979e-9,Point estimate,Eligible_main_model,-0.00199919764260475
SZBH_UV_Cl,UV_Cl,Acinetobacter_lwoffii,3528101,0.050463124,0.013006714,0.011465375,0.001714804,0.333443685,0.037485888,0.010946911,0.007012924,822,75,4.616965946,1.634378609,0.037456411,0.009750571,0.295957797,-0.003933987,-2.982587336,UV_Cl,272819.3301,47107.8403,0.762781944,SZBH_UV_Cl,Acinetobacter lwoffii,Point estimate,0.762781944091042,0.762781944091042,0.762781944091042,1138,660,Quantifiable,Quantifiable,0.762781944,9.104206277754656e-11,Point estimate,Eligible_main_model,0.762781944091042
JXQ_O3,O3,Acinetobacter_lwoffii,3528101,0.01968396,0.02479861,0.002595164,0.003188401,0.054406039,0.065033569,0.002819473,0.004791923,30,59,0.431984103,0.674347369,-0.005114649,-5.93237e-4,-0.01062753,0.00197245,0.242363266,O3,393564.9661,198108.6924,0.298112901,JXQ_O3,Acinetobacter lwoffii,Point estimate,0.298112900570108,0.298112900570108,0.298112900570108,564,642,Quantifiable,Quantifiable,0.298112901,-4.2989201087806345e-10,Point estimate,Eligible_main_model,0.298112900570108
JXQ_Cl,Cl,Acinetobacter_lwoffii,3528101,0.021740591,0.017705842,0.00236161,0.002604801,0.051183625,0.050135753,0.003048799,0.003900858,30,50,0.391118991,0.80040981,0.004034748,-2.4319e-4,0.001047872,8.52058e-4,0.409290818,Cl,96611.02735,45207.2462,0.329818648,JXQ_Cl,Acinetobacter lwoffii,Point estimate,0.329818647639967,0.329818647639967,0.329818647639967,494,333,Quantifiable,Quantifiable,0.329818648,-3.6003300341036493e-10,Point estimate,Eligible_main_model,0.329818647639967
HBZZ_West_Cl,Cl,Acinetobacter_lwoffii,3528101,0.004858704,0.067179199,0.002858478,0.035040664,0.131347997,0.711427762,0.003914913,0.001886163,76,429,4.433555011,1.810012025,-0.062320495,-0.032182185,-0.580079765,-0.002028749,-2.623542987,Cl,14521.66489,45720.68763,-0.4980963,HBZZ_West_Cl,Acinetobacter lwoffii,Point estimate,-0.498096342939259,-0.498096342939259,-0.498096342939259,484,1404,Quantifiable,Quantifiable,-0.4980963,-4.2939258981800066e-8,Point estimate,Eligible_main_model,-0.498096342939259
HBZZ_Song_O3,O3,Acinetobacter_lwoffii,3528101,0.00384116,0.004230888,0.0015694,0.001602278,0.067671532,0.10003937,0.003713526,0.003547962,45,51,3.320543093,3.416627588,-3.89728e-4,-3.28789e-5,-0.032367838,-1.65565e-4,0.096084494,O3,51931.81818,34386.368520000004,0.179047215,HBZZ_Song_O3,Acinetobacter lwoffii,Point estimate,0.179047214700831,0.179047214700831,0.179047214700831,457,340,Quantifiable,Quantifiable,0.179047215,-2.9916902288817937e-10,Point estimate,Eligible_main_model,0.179047214700831
HBZZ_East_O3,O3,Acinetobacter_lwoffii,3528101,0.004767721,0.006186331,0.002483206,0.002582409,0.067040598,0.22352393,0.002352466,0.001927359,39,34,2.318530408,1.557775131,-0.00141861,-9.92035e-5,-0.156483332,-4.25107e-4,-0.760755278,O3,20108.69565,18010.43037,0.04785981,HBZZ_East_O3,Acinetobacter lwoffii,Point estimate,0.0478598103573263,0.0478598103573263,0.0478598103573263,185,560,Quantifiable,Quantifiable,0.04785981,3.5732630049301046e-10,Point estimate,Eligible_main_model,0.0478598103573263
HBZZ_East_Cl,Cl,Acinetobacter_lwoffii,3528101,0.023183293,0.008354353,0.00334826,0.002991694,0.103295229,0.353068124,0.002022177,0.002878378,29,46,0.354553568,1.560644614,0.014828941,3.56566e-4,-0.249772895,8.56201e-4,1.206091046,Cl,64622.43352,18727.17988,0.537910926,HBZZ_East_Cl,Acinetobacter lwoffii,Point estimate,0.537910926477916,0.537910926477916,0.537910926477916,740,680,Quantifiable,Quantifiable,0.537910926,4.779160400758542e-10,Point estimate,Eligible_main_model,0.537910926477916
GBD_UV_Cl,UV_Cl,Acinetobacter_lwoffii,3528101,0.034936075,0.054785563,0.00669652,0.006962669,0.137842142,0.17372972,0.007243578,0.007083673,306,313,2.482597478,1.619336848,-0.019849488,-2.66149e-4,-0.035887578,-1.59905e-4,-0.863260631,UV_Cl,141448.2602,314505.4945,-0.3470306,GBD_UV_Cl,Acinetobacter lwoffii,Point estimate,-0.347030627013962,-0.347030627013962,-0.347030627013962,1268,1908,Quantifiable,Quantifiable,-0.3470306,-2.7013961956257052e-8,Point estimate,Eligible_main_model,-0.347030627013962
GBD_UF,UF,Acinetobacter_lwoffii,3528101,0.021544735,0.028588751,0.005526486,0.008221137,0.100835549,0.167263352,0.006634526,0.007668647,222,405,2.920591486,4.015307741,-0.007044016,-0.002694651,-0.066427804,0.001034121,1.094716256,UF,301680.4356,124350.695,0.38489893,GBD_UF,Acinetobacter lwoffii,Point estimate,0.38489892973477,0.38489892973477,0.38489892973477,684,1208,Quantifiable,Quantifiable,0.38489893,-2.652299491145982e-10,Point estimate,Eligible_main_model,0.38489892973477
GBD_O3,O3,Acinetobacter_lwoffii,3528101,0.028588751,0.034936075,0.008221137,0.00669652,0.167263352,0.137842142,0.007668647,0.007243578,405,306,4.015307741,2.482597478,-0.006347324,0.001524616,0.02942121,-4.25069e-4,-1.532710263,O3,124350.6949,141448.2602,-0.0559494,GBD_O3,Acinetobacter lwoffii,Point estimate,-0.0559493933797291,-0.0559493933797291,-0.0559493933797291,1208,1268,Quantifiable,Quantifiable,-0.0559494,6.620270900925541e-9,Point estimate,Eligible_main_model,-0.0559493933797291
CZSC_UV,UV,Acinetobacter_lwoffii,3528101,0.321161441,0.921073405,0.007313566,0.753425426,0.560355557,12.27593938,0.007789299,0.020502822,252,117498,0.222400692,36.15723588,-0.599911964,-0.74611186,-11.71558382,0.012713522,35.93483519,UV,3577947.12,64411678.41,-1.2553307,CZSC_UV,Acinetobacter lwoffii,Point estimate,-1.25533069835019,-1.25533069835019,-1.25533069835019,17641,431099,Quantifiable,Quantifiable,-1.2553307,1.6498100663397963e-9,Point estimate,Eligible_main_model,-1.25533069835019
BXH_O3_Cl,O3_Cl,Acinetobacter_lwoffii,3528101,0.021537365,0.012918848,0.005135907,0.002472435,0.175337667,0.089321989,0.006066402,0.003142232,211,36,2.77682731,0.789837425,0.008618517,0.002663473,0.086015678,-0.002924169,-1.986989885,O3_Cl,67648.51485,18505.74713,0.562951643,BXH_O3_Cl,Acinetobacter lwoffii,Point estimate,0.562951643168824,0.562951643168824,0.562951643168824,911,322,Quantifiable,Quantifiable,0.562951643,1.6882395481587764e-10,Point estimate,Eligible_main_model,0.562951643168824
WFSW_UV,UV,Aeromonas_caviae,4586140,0.082447767,0.162175599,2.96328e-4,1.48927e-4,0.101344704,0.194245924,0.004764408,0.011953799,11,12,0.029091525,0.016134237,-0.079727832,1.47401e-4,-0.09290122,0.007189391,-0.012957288,UV,141340,189700,-0.12780224,WFSW_UV,Aeromonas caviae,Point estimate,-0.127779432064577,-0.127779432064577,-0.127779432064577,1209,2408,Quantifiable,Quantifiable,-0.12780224,2.280793542300263e-5,Point estimate,Eligible_main_model,-0.127779432064577
SZSG_UV,UV,Aeromonas_caviae,4586140,0.186188167,0.193041861,4.83631e-4,5.04128e-4,0.245405722,0.259545718,0.00629083,0.006865735,18,23,0.021080122,0.025979395,-0.006853694,-2.04965e-5,-0.014139996,5.74905e-4,0.004899273,UV,985410,400630,0.390873498,SZSG_UV,Aeromonas caviae,Point estimate,0.390873266145242,0.390873266145242,0.390873266145242,3123,3021,Quantifiable,Quantifiable,0.390873498,-2.3185475800380217e-7,Point estimate,Eligible_main_model,0.390873266145242
SZFX_UV,UV,Aeromonas_caviae,4586140,0.179762066,0.230501249,0.002794071,0.003689595,0.25176859,0.339487456,0.007376273,0.007794555,102,160,0.123724245,0.151355912,-0.050739184,-8.95524e-4,-0.087718866,4.18282e-4,0.027631667,UV,487250,534970,-0.04057758,SZFX_UV,Aeromonas caviae,Point estimate,-0.0405753498207999,-0.0405753498207999,-0.0405753498207999,3272,4309,Quantifiable,Quantifiable,-0.04057758,2.2301792001050424e-6,Point estimate,Eligible_main_model,-0.0405753498207999
SZBH_UV_Cl,UV_Cl,Aeromonas_caviae,4586140,0.507034238,0.042536861,0.014557558,3.88126e-5,0.910381497,0.051668942,0.010297014,0.011685393,806,3,0.346617469,0.015378306,0.464497377,0.014518746,0.858712556,0.00138838,-0.331239163,UV_Cl,2589600,129120,1.302239169,SZBH_UV_Cl,Aeromonas caviae,Point estimate,1.30224922365922,1.30224922365922,1.30224922365922,10802,1809,Quantifiable,Quantifiable,1.302239169,1.0054659220104512e-5,Point estimate,Eligible_main_model,1.30224922365922
JXQ_O3,O3,Aeromonas_caviae,4586140,0.237731295,0.242789143,5.71287e-4,0.001134069,0.315055362,0.3366984,0.007955428,0.004561097,26,36,0.023847326,0.032331506,-0.005057848,-5.62783e-4,-0.021643037,-0.00339433,0.00848418,O3,2452800,1100400,0.348111556,JXQ_O3,Aeromonas caviae,Point estimate,0.348112815172126,0.348112815172126,0.348112815172126,3515,3566,Quantifiable,Quantifiable,0.348111556,1.259172126011343e-6,Point estimate,Eligible_main_model,0.348112815172126
JXQ_Cl,Cl,Aeromonas_caviae,4586140,0.283860719,0.238171098,0.002062519,5.42286e-4,0.417817162,0.320899275,0.006140296,0.0092159230000000009,74,40,0.056843278,0.036620446,0.045689621,0.001520233,0.096917887,0.003075627,-0.020222832,Cl,842120,483030,0.241399877,JXQ_Cl,Aeromonas caviae,Point estimate,0.241404013962203,0.241404013962203,0.241404013962203,4306,3558,Quantifiable,Quantifiable,0.241399877,4.136962202999639e-6,Point estimate,Eligible_main_model,0.241404013962203
GBD_UV_Cl,UV_Cl,Aeromonas_caviae,4586140,0.516127724,0.598909977,0.015455699,0.036424967,0.947391488,1.277119102,0.008103357,0.007828408,677,1531,0.286011946,0.557399192,-0.082782253,-0.020969268,-0.329727614,-2.74949e-4,0.271387246,UV_Cl,1077600,2128500,-0.29561607,GBD_UV_Cl,Aeromonas caviae,Point estimate,-0.295621534802281,-0.295621534802281,-0.295621534802281,9660,12913,Quantifiable,Quantifiable,-0.29561607,-5.464802280974457e-6,Point estimate,Eligible_main_model,-0.295621534802281
GBD_UF,UF,Aeromonas_caviae,4586140,0.536933238,0.624391318,0.021550149,0.041960996,1.036115121,1.37327949,0.007519459,0.008571893,907,1973,0.368332202,0.689005869,-0.08745808,-0.020410847,-0.337164369,0.001052435,0.320673667,UF,4436600,1412700,0.49700033,GBD_UF,Aeromonas caviae,Point estimate,0.496983861064114,0.496983861064114,0.496983861064114,10059,13724,Quantifiable,Quantifiable,0.49700033,-1.6468935885971536e-5,Point estimate,Eligible_main_model,0.496983861064114
GBD_O3,O3,Aeromonas_caviae,4586140,0.624391318,0.516127724,0.041960996,0.015455699,1.37327949,0.947391488,0.008571893,0.008103357,1973,677,0.689005869,0.286011946,0.108263594,0.026505296,0.425888002,-4.68536e-4,-0.402993923,O3,1412700,1077600,0.117592362,GBD_O3,Aeromonas caviae,Point estimate,0.117606508849514,0.117606508849514,0.117606508849514,13724,9660,Quantifiable,Quantifiable,0.117592362,1.4146849513993476e-5,Point estimate,Eligible_main_model,0.117606508849514
CZSC_UV,UV,Aeromonas_caviae,4586140,0.225163645,0.126105614,8.57584e-4,2.03439e-4,0.301015887,0.156904499,0.010718432,0.00278671,63,1,0.061009149,0.001729093,0.099058031,6.54145e-4,0.144111388,-0.007931722,-0.059280057,UV,718590,286720,0.399023181,CZSC_UV,Aeromonas caviae,Point estimate,0.399019294723587,0.399019294723587,0.399019294723587,3543,1919,Quantifiable,Quantifiable,0.399023181,-3.886276413012091e-6,Point estimate,Eligible_main_model,0.399019294723587
BXH_O3_Cl,O3_Cl,Aeromonas_caviae,4586140,0.169730318,0.08805139,2.62966e-4,3.96848e-5,0.21956852600000001,0.106210888,0.007564032,0.007912088,14,1,0.01798545,0.002476375,0.081678928,2.23281e-4,0.113357638,3.48056e-4,-0.015509074,O3_Cl,279950,128790,0.337198329,BXH_O3_Cl,Aeromonas caviae,Point estimate,0.337188631562389,0.337188631562389,0.337188631562389,3770,2241,Quantifiable,Quantifiable,0.337198329,-9.6974376110337e-6,Point estimate,Eligible_main_model,0.337188631562389
SZSG_UV,UV,Aeromonas_hydrophila,4744448,0.28035253,0.212527569,0.001346416,6.23044e-4,0.393671297,0.287595101,0.00418236,0.002100589,25,8,0.018795325,0.007933942,0.067824961,7.23372e-4,0.106076197,-0.002081771,-0.010861383,UV,6229268.331,2027689.114,0.487435669,SZSG_UV,Aeromonas hydrophila,Point estimate,0.487435669347986,0.487435669347986,0.487435669347986,19742,15290,Quantifiable,Quantifiable,0.487435669,3.4798597337015735e-10,Point estimate,Eligible_main_model,0.487435669347986
SZFX_UV,UV,Aeromonas_hydrophila,4744448,0.823149289,0.829275186,0.253964423,0.299554553,3.023159069,3.322471023,0.006027258,0.005330631,9406,9651,2.408466865,2.45294581,-0.006125897,-0.04559013,-0.299311954,-6.96628e-4,0.044478945,UV,20970413.43,18826819.15,0.046830042,SZFX_UV,Aeromonas hydrophila,Point estimate,0.0468300417414112,0.0468300417414112,0.0468300417414112,140821,151644,Quantifiable,Quantifiable,0.046830042,-2.5858880314810756e-10,Point estimate,Eligible_main_model,0.0468300417414112
SZBH_UV_Cl,UV_Cl,Aeromonas_hydrophila,4744448,0.685027637,0.387440014,0.065400654,0.003986133,1.644067972,0.599615382,0.008273797,0.003874262,2713,74,0.834749197,0.040257014,0.297587622,0.061414521,1.04445259,-0.004399535,-0.794492183,UV_Cl,18654561.1,1930350.819,0.985148791,SZBH_UV_Cl,Aeromonas hydrophila,Point estimate,0.985148791209913,0.985148791209913,0.985148791209913,77813,27045,Quantifiable,Quantifiable,0.985148791,2.0991308691264976e-10,Point estimate,Eligible_main_model,0.985148791209913
JXQ_Cl,Cl,Aeromonas_hydrophila,4744448,0.060086653,0.063354262,8.6206e-5,5.54332e-5,0.074647883,0.075705962,0.016347488,0.012167301,9,4,0.031570307,0.013307561,-0.003267609,3.07728e-5,-0.001058079,-0.004180187,-0.018262746,Cl,1089709.806,811286.7966,0.128136451,JXQ_Cl,Aeromonas hydrophila,Point estimate,0.128136451167224,0.128136451167224,0.128136451167224,5572,5976,Quantifiable,Quantifiable,0.128136451,1.6722398465951469e-10,Point estimate,Eligible_main_model,0.128136451167224
HBZZ_Song_O3,O3,Aeromonas_hydrophila,4744448,0.142503617,0.064912504,2.30585e-4,3.75175e-5,0.173372118,0.07434142,0.001316271,0,3,0,0.004437207,0,0.077591113,1.93068e-4,0.099030699,-0.001316271,-0.004437207,O3,1355113.636,795336.4766,0.231424815,HBZZ_Song_O3,Aeromonas hydrophila,Point estimate,0.231424814561308,0.231424814561308,0.231424814561308,11925,7864,Quantifiable,Quantifiable,0.231424815,-4.3869199939372544e-10,Point estimate,Eligible_main_model,0.231424814561308
HBZZ_East_O3,O3,Aeromonas_hydrophila,4744448,0.002745736,0.001041849,2.69789e-5,4.86885e-5,0.003052621,0.002039015,0,0,0,0,0,0,0.001703886,-2.17096e-5,0.001013606,0,0,O3,839673.913,306305.9622,0.43795521,HBZZ_East_O3,Aeromonas hydrophila,Point estimate,0.437955210324543,0.437955210324543,0.437955210324543,7725,9524,Quantifiable,Quantifiable,0.43795521,3.2454300358253363e-10,Point estimate,Eligible_main_model,0.437955210324543
GBD_UV_Cl,UV_Cl,Aeromonas_hydrophila,4744448,0.092475879,0.173950689,3.42716e-4,7.29695e-4,0.11765942,0.234929543,0.013758371,0.009701613,32,45,0.072934972,0.054525627,-0.08147481,-3.86979e-4,-0.117270123,-0.004056758,-0.018409345,UV_Cl,1257974.787,2686153.846,-0.3294589,GBD_UV_Cl,Aeromonas hydrophila,Point estimate,-0.329458945750232,-0.329458945750232,-0.329458945750232,11277,16296,Quantifiable,Quantifiable,-0.3294589,-4.575023199171469e-8,Point estimate,Eligible_main_model,-0.329458945750232
GBD_UF,UF,Aeromonas_hydrophila,4744448,0.064722387,0.1019225,4.91522e-4,3.20585e-4,0.085546517,0.132510674,0.014434153,0.014127715,40,26,0.130262609,0.053767221,-0.037200113,1.70937e-4,-0.046964157,-3.06438e-4,-0.076495388,UF,3530631.414,1270065.294,0.444026333,GBD_UF,Aeromonas hydrophila,Point estimate,0.444026332647125,0.444026332647125,0.444026332647125,8005,12338,Quantifiable,Quantifiable,0.444026333,-3.5287500699254787e-10,Point estimate,Eligible_main_model,0.444026332647125
GBD_O3,O3,Aeromonas_hydrophila,4744448,0.1019225,0.092475879,3.20585e-4,3.42716e-4,0.132510674,0.11765942,0.014127715,0.013758371,26,32,0.053767221,0.072934972,0.009446621,-2.21311e-5,0.014851254,-3.69344e-4,0.019167751,O3,1270065.293,1257974.787,0.004154111,GBD_O3,Aeromonas hydrophila,Point estimate,0.00415411135535741,0.00415411135535741,0.00415411135535741,12338,11277,Quantifiable,Quantifiable,0.004154111,3.5535741016445854e-10,Point estimate,Eligible_main_model,0.00415411135535741
